fotmob_match_id,kickoff,club_id,player_name,fotmob_player_id,minutes
5987977,2026-08-27T18:00:00.000Z,club:5rz9enoyknpg8ji78za5b82p0,Stefen Tchamche,1653997,45
5987978,2026-08-27T18:00:00.000Z,club:dr4emys1xpm2h54oid0q5y2nx,Zisis Karachalios,655165,13
5987978,2026-08-27T18:00:00.000Z,club:dr4emys1xpm2h54oid0q5y2nx,Christos Sielis,865217,84
5987978,2026-08-27T18:00:00.000Z,club:dr4emys1xpm2h54oid0q5y2nx,Thiago Nuss,1033314,77
5987978,2026-08-27T18:00:00.000Z,club:dr4emys1xpm2h54oid0q5y2nx,Borja González,1071487,6
5987978,2026-08-27T18:00:00.000Z,club:dr4emys1xpm2h54oid0q5y2nx,Nikos Christogeorgos,1106824,90
5987978,2026-08-27T18:00:00.000Z,club:dr4emys1xpm2h54oid0q5y2nx,Nikolaos Athanasiou,1225435,90
5987978,2026-08-27T18:00:00.000Z,club:dr4emys1xpm2h54oid0q5y2nx,Kresimir Krizmanic,1240425,6
5987978,2026-08-27T18:00:00.000Z,club:dr4emys1xpm2h54oid0q5y2nx,Giannis Apostolakis,1318668,19
5987978,2026-08-27T18:00:00.000Z,club:dr4emys1xpm2h54oid0q5y2nx,Giannis Theodosoulakis,1398146,13
5987978,2026-08-27T18:00:00.000Z,club:3p57ay8255exmoe275uofnle9,Isaac Solet,1559642,45
5987978,2026-08-27T18:00:00.000Z,club:3p57ay8255exmoe275uofnle9,Petko Panayotov,1647540,34
5988089,2026-08-27T18:00:00.000Z,club:dv6fn97f0kx4x988y86gkmwb8,El Yam Kancepolsky,1379609,13
5988092,2026-08-27T18:00:00.000Z,club:77tfx9me4aaqhzv78bmgsy9bg,Prince Junior,1785785,66
5988092,2026-08-27T18:00:00.000Z,club:dty3ktxspuo8ayudnf0egkvx5,Nevio Scherrer,1846561,4
5988094,2026-08-27T18:00:00.000Z,club:b9fc1umgats16gk6wr769wh8a,Baltazar,949711,90
5868013,2026-08-27T18:30:00.000Z,club:2l0ldgiwsgb8d6y3z0sfgjzyj,Jonathan Dubasin,1242139,58
5987967,2026-08-27T18:30:00.000Z,club:2yab38jdfl0gk2tei1mq40o06,Melih Kabasakal,718867,90
5987967,2026-08-27T18:30:00.000Z,club:2yab38jdfl0gk2tei1mq40o06,Mustafa Eskihellaç,889717,45
5987967,2026-08-27T18:30:00.000Z,club:b3o0wckz4w3fusytybpgxftgm,Zétény Varga,1418928,20
5987967,2026-08-27T18:30:00.000Z,club:2yab38jdfl0gk2tei1mq40o06,Wagner Pina,1460591,45
5987967,2026-08-27T18:30:00.000Z,club:b3o0wckz4w3fusytybpgxftgm,Csongor Lakatos,1709060,12
5987967,2026-08-27T18:30:00.000Z,club:2yab38jdfl0gk2tei1mq40o06,Noah Saviolo,1793475,64
5987974,2026-08-27T18:30:00.000Z,club:6vyr13j6kbwdtxjwm1m4m8nu2,Noah Kalonji,2011192,35
5987974,2026-08-27T18:30:00.000Z,club:6vyr13j6kbwdtxjwm1m4m8nu2,Noa Ojea,2140826,35
5988084,2026-08-27T18:30:00.000Z,club:e5p0ehyguld7egzhiedpdnc3w,Costinha,1079456,45
5988084,2026-08-27T18:30:00.000Z,club:e5p0ehyguld7egzhiedpdnc3w,Zadok Yohanna,1782648,24
5988090,2026-08-27T18:45:00.000Z,club:1ej3fkeq5d7359enihddsxzae,Goran Grulovic,1980579,7
5868016,2026-08-27T19:00:00.000Z,club:agh9ifb2mw3ivjusgedj7c3fe,Rodri,675088,27
5868016,2026-08-27T19:00:00.000Z,club:3czravw89omgc9o4s0w3l1bg5,Johaneko Louisjean,1327006,70
5868016,2026-08-27T19:00:00.000Z,club:3czravw89omgc9o4s0w3l1bg5,Beñat Gerenabarrena,1425173,20
5988087,2026-08-27T19:00:00.000Z,club:8y3iucyxguipljcmf87a11bk9,Kyrell Wilson,1580120,27
5988097,2026-08-27T19:00:00.000Z,club:1n1j0wsl763lq7ee1k0c11c02,Djené,421365,90
5988097,2026-08-27T19:00:00.000Z,club:c0d1qca7kz0fi0ypx7aw4nusc,Nikola Cumic,827669,62
5988097,2026-08-27T19:00:00.000Z,club:c0d1qca7kz0fi0ypx7aw4nusc,Mateja Milovanovic,1389244,21
5868037,2026-08-28T17:00:00.000Z,club:bzkwzatvwahmbzok1ymm5vqa1,Manu,863169,90
5868037,2026-08-28T17:00:00.000Z,club:bzkwzatvwahmbzok1ymm5vqa1,Giorgi Guliashvili,1065640,21
5749650,2026-08-28T18:45:00.000Z,club:565sm63rjm2y7xeae0dcdbtnu,Lion Lauberbach,866165,10
5749650,2026-08-28T18:45:00.000Z,club:565sm63rjm2y7xeae0dcdbtnu,Redouane Halhal,1298186,46
5749650,2026-08-28T18:45:00.000Z,club:9dntj5dioj5ex52yrgwzxrq9l,Alphadjo Cissè,1445650,59
5795429,2026-08-28T19:00:00.000Z,club:1c8m2ko0wxq1asfkuykurdr0y,Zavier Gozo,1455818,22
5795429,2026-08-28T19:00:00.000Z,club:a3nyxabgsqlnqfkeg41m6tnpp,Ryan McAidoo,1680328,8
5795429,2026-08-28T19:00:00.000Z,club:a3nyxabgsqlnqfkeg41m6tnpp,Kaden Braithwaite,1682403,1
5881146,2026-08-29T13:30:00.000Z,club:fotmob:8232,Jan Gyamerah,458602,75
5881146,2026-08-29T13:30:00.000Z,club:fotmob:8232,Luca Schnellbacher,459010,15
5881146,2026-08-29T13:30:00.000Z,club:fotmob:8232,Florian Le Joncour,594886,8
5881146,2026-08-29T13:30:00.000Z,club:fotmob:8232,Maximilian Rohr,1077911,82
5881146,2026-08-29T13:30:00.000Z,club:fotmob:8232,Luca Sirch,1097361,15
5881146,2026-08-29T13:30:00.000Z,club:fotmob:8232,Lukas Pinckert,1280560,90
5881146,2026-08-29T13:30:00.000Z,club:fotmob:8232,Nicolas Kristof,1285926,90
5881146,2026-08-29T13:30:00.000Z,club:fotmob:8232,Cole Campbell,1288195,65
5881146,2026-08-29T13:30:00.000Z,club:fotmob:8232,Felix Keidel,1366338,90
5881146,2026-08-29T13:30:00.000Z,club:fotmob:8232,Maurice Krattenmacher,1412933,25
5881146,2026-08-29T13:30:00.000Z,club:fotmob:8232,Noah Darvich,1479921,25
5881146,2026-08-29T13:30:00.000Z,club:fotmob:8232,Francis Onyeka,1603681,65
5881147,2026-08-29T13:30:00.000Z,club:8q1ul09cygzswb7tb456bmifv,Gideon Mensah,771630,90
5881147,2026-08-29T13:30:00.000Z,club:8q1ul09cygzswb7tb456bmifv,Paul Okon-Engstler,1527363,65
5881149,2026-08-29T13:30:00.000Z,club:62ljqd4za2a6svd9wgctg8b53,Tom Baack,658444,15
5881149,2026-08-29T13:30:00.000Z,club:62ljqd4za2a6svd9wgctg8b53,Nahuel Noll,1257826,90
5881149,2026-08-29T13:30:00.000Z,club:62ljqd4za2a6svd9wgctg8b53,Stefano Marino,1321553,67
5881149,2026-08-29T13:30:00.000Z,club:1c7qokc1j5z50cjj4tcu32haa,Fabio Gruber,1362417,90
5881149,2026-08-29T13:30:00.000Z,club:62ljqd4za2a6svd9wgctg8b53,Santiago Castañeda,1362492,90
5881149,2026-08-29T13:30:00.000Z,club:62ljqd4za2a6svd9wgctg8b53,Tjark Scheller,1415373,90
5881149,2026-08-29T13:30:00.000Z,club:62ljqd4za2a6svd9wgctg8b53,Laurin Curda,1426060,90
5881149,2026-08-29T13:30:00.000Z,club:62ljqd4za2a6svd9wgctg8b53,Mattes Hansen,1515976,75
5881149,2026-08-29T13:30:00.000Z,club:62ljqd4za2a6svd9wgctg8b53,Jano ter Horst,1520469,90
5881149,2026-08-29T13:30:00.000Z,club:62ljqd4za2a6svd9wgctg8b53,Jonah Sticker,1520593,15
5881149,2026-08-29T13:30:00.000Z,club:62ljqd4za2a6svd9wgctg8b53,Clemens Lippmann,1701615,1
5881150,2026-08-29T13:30:00.000Z,club:go76xxm0xyfgqt1h6tcrtimm,Isac Lidberg,655095,26
5881150,2026-08-29T13:30:00.000Z,club:go76xxm0xyfgqt1h6tcrtimm,David Herold,1356589,26
5881150,2026-08-29T13:30:00.000Z,club:go76xxm0xyfgqt1h6tcrtimm,Mathieu Nguefack,1975572,26
5881151,2026-08-29T13:30:00.000Z,club:a8d2gb2nag8fy0itbuxmcibh2,Emmanuel Latte Lath,783585,61
5881151,2026-08-29T13:30:00.000Z,club:c5hderjlkcoaze51e5wgvptk,Jeremiaha Maluze,1671553,90
5881151,2026-08-29T13:30:00.000Z,club:c5hderjlkcoaze51e5wgvptk,Malik Pimpong,1690128,24
5881151,2026-08-29T13:30:00.000Z,club:c5hderjlkcoaze51e5wgvptk,Otávio,1738366,5
5795425,2026-08-29T14:00:00.000Z,club:ehd2iemqmschhj2ec0vayztzz,Hayden Hackney,982394,28
5795425,2026-08-29T14:00:00.000Z,club:1pse9ta7a45pi2w2grjim70ge,Álvaro Rodriguez,1327406,9
5795428,2026-08-29T14:00:00.000Z,club:f0figafm2v9h8ofo6slajj7xf,Lewie Coyle,709148,45
5795428,2026-08-29T14:00:00.000Z,club:dacoc20k0n3fxu4zek8wufmko,Brandon Thomas-Asante,776184,32
5795428,2026-08-29T14:00:00.000Z,club:dacoc20k0n3fxu4zek8wufmko,Ephron Mason-Clark,798654,58
5795428,2026-08-29T14:00:00.000Z,club:f0figafm2v9h8ofo6slajj7xf,Regan Slater,807930,90
5795428,2026-08-29T14:00:00.000Z,club:dacoc20k0n3fxu4zek8wufmko,Victor Torp,845985,19
5795428,2026-08-29T14:00:00.000Z,club:dacoc20k0n3fxu4zek8wufmko,Tatsuhiro Sakamoto,1025603,31
5795428,2026-08-29T14:00:00.000Z,club:dacoc20k0n3fxu4zek8wufmko,Jack Rudoni,1030830,71
5795428,2026-08-29T14:00:00.000Z,club:dacoc20k0n3fxu4zek8wufmko,Milan van Ewijk,1074750,90
5795428,2026-08-29T14:00:00.000Z,club:dacoc20k0n3fxu4zek8wufmko,Bobby Thomas,1161885,78
5795428,2026-08-29T14:00:00.000Z,club:dacoc20k0n3fxu4zek8wufmko,Carl Rushworth,1187236,90
5795428,2026-08-29T14:00:00.000Z,club:f0figafm2v9h8ofo6slajj7xf,Mohamed Belloumi,1231090,83
5795428,2026-08-29T14:00:00.000Z,club:dacoc20k0n3fxu4zek8wufmko,Caleb Yirenkyi,1615927,71
5795428,2026-08-29T14:00:00.000Z,club:f0figafm2v9h8ofo6slajj7xf,Lucas Herrington,1686118,31
5868035,2026-08-29T15:00:00.000Z,club:ah8dala7suqqkj04n2l8xz4zd,Facundo Bernal,1436133,74
5802917,2026-08-29T15:15:00.000Z,club:3xedluek08t2ka7oypwuullcn,Yacine Titraoui,1288907,90
5802917,2026-08-29T15:15:00.000Z,club:71ajatxnuhc5cnm3xvgdky49w,Mateo Del Blanco,1336846,1
5802917,2026-08-29T15:15:00.000Z,club:71ajatxnuhc5cnm3xvgdky49w,Karim Coulibaly,1643851,7
5802917,2026-08-29T15:15:00.000Z,club:71ajatxnuhc5cnm3xvgdky49w,Jacobo Ortega,1677224,83
5802917,2026-08-29T15:15:00.000Z,club:71ajatxnuhc5cnm3xvgdky49w,Diogo Sousa,1701117,90
5802917,2026-08-29T15:15:00.000Z,club:3xedluek08t2ka7oypwuullcn,Souleymane Sagnan,1727044,90
5749653,2026-08-29T16:30:00.000Z,club:5khizzei8z0qbb7exz622wxw3,Giacomo Calò,746829,82
5749653,2026-08-29T16:30:00.000Z,club:4raiad4l2j5lkfaz92pk4osb,João Mário,958421,6
5749653,2026-08-29T16:30:00.000Z,club:4raiad4l2j5lkfaz92pk4osb,Mateo Pellegrino,1224237,90
5749653,2026-08-29T16:30:00.000Z,club:5khizzei8z0qbb7exz622wxw3,Lorenzo Palmisani,1289655,90
5749653,2026-08-29T16:30:00.000Z,club:5khizzei8z0qbb7exz622wxw3,Gabriele Bracaglia,1396091,74
5749653,2026-08-29T16:30:00.000Z,club:5khizzei8z0qbb7exz622wxw3,Gabriele Calvani,1415326,74
5749653,2026-08-29T16:30:00.000Z,club:4raiad4l2j5lkfaz92pk4osb,Viery,1501917,29
5749653,2026-08-29T16:30:00.000Z,club:4raiad4l2j5lkfaz92pk4osb,Christ Inao Oulaï,1666494,71
5749657,2026-08-29T16:30:00.000Z,club:67z1gqyiuzpmmb15q5fy7ntc4,Lorenzo Lucchesi,1524139,61
5749657,2026-08-29T16:30:00.000Z,club:67z1gqyiuzpmmb15q5fy7ntc4,Mathis Mout,1879542,54
5749659,2026-08-29T16:30:00.000Z,club:6tuibxq39fdryu8ou06wcm0q3,Vasilije Adzic,1382375,60
5749659,2026-08-29T16:30:00.000Z,club:7gnly6999wao1xarwct4p8fe9,Diego Mascardi,1577119,90
5749659,2026-08-29T16:30:00.000Z,club:6tuibxq39fdryu8ou06wcm0q3,Simone Cinquegrano,1735847,90
5795434,2026-08-29T16:30:00.000Z,club:7vn2i2kd35zuetw6b38gw9jsz,Bazoumana Touré,1624586,1
5881145,2026-08-29T16:30:00.000Z,club:dt4pinj0vw0t0cvz7za6mhmzy,Kauã Prates,1750565,6
5868039,2026-08-29T17:00:00.000Z,club:c8llrezkm3b3op4afrou6b487,Urko González,1187767,45
5868039,2026-08-29T17:00:00.000Z,club:c8llrezkm3b3op4afrou6b487,Álex Calatrava,1300457,90
5868039,2026-08-29T17:00:00.000Z,club:63f5h8t5e9qm1fqmvfkb23ghh,Álex Marchal,1721611,27
5749654,2026-08-29T18:45:00.000Z,club:bqbbqm98ud8obe45ds9ohgyrd,Jhon Lucumí,860913,75
5749654,2026-08-29T18:45:00.000Z,club:5aosfavi55p40c65lkriqnqnl,Enrico Del Prato,935380,90
5749654,2026-08-29T18:45:00.000Z,club:5aosfavi55p40c65lkriqnqnl,David Romero,1233748,28
5749654,2026-08-29T18:45:00.000Z,club:5aosfavi55p40c65lkriqnqnl,Simone Lontani,1843609,62
5749654,2026-08-29T18:45:00.000Z,club:5aosfavi55p40c65lkriqnqnl,Abdou-Salam Konate,1844134,10
5749654,2026-08-29T18:45:00.000Z,club:5aosfavi55p40c65lkriqnqnl,Dominik Drobnic,1891769,90
5802911,2026-08-29T18:45:00.000Z,club:3adj8hkws0z1al232bg2h6tk0,Egil Selvik,631757,90
5802911,2026-08-29T18:45:00.000Z,club:3adj8hkws0z1al232bg2h6tk0,Joseph Boende,1427018,15
5802911,2026-08-29T18:45:00.000Z,club:4aghw9tyi8ba3ju1ne83gmf9w,Thomas Jørgensen,1481910,78
5802911,2026-08-29T18:45:00.000Z,club:4aghw9tyi8ba3ju1ne83gmf9w,Christ Tapé,1666482,90
5802911,2026-08-29T18:45:00.000Z,club:4aghw9tyi8ba3ju1ne83gmf9w,Ismaïl Diallo,1668299,45
5802911,2026-08-29T18:45:00.000Z,club:4aghw9tyi8ba3ju1ne83gmf9w,Sion Oppong,1717493,23
5802911,2026-08-29T18:45:00.000Z,club:3adj8hkws0z1al232bg2h6tk0,Mathis Laine,2155246,7
5802912,2026-08-29T18:45:00.000Z,club:3unkqo2g6ag99gd5ynz1j7vse,Adrien Monfray,465719,90
5802912,2026-08-29T18:45:00.000Z,club:3unkqo2g6ag99gd5ynz1j7vse,Alexandre Phliponeau,992082,5
5802912,2026-08-29T18:45:00.000Z,club:3unkqo2g6ag99gd5ynz1j7vse,Lucas Maronnier,1330942,86
5802912,2026-08-29T18:45:00.000Z,club:3unkqo2g6ag99gd5ynz1j7vse,Patrick Beach,1335765,90
5802912,2026-08-29T18:45:00.000Z,club:3unkqo2g6ag99gd5ynz1j7vse,Antoine Mille,1342983,78
5802912,2026-08-29T18:45:00.000Z,club:3unkqo2g6ag99gd5ynz1j7vse,Hugo Picard,1411553,67
5802912,2026-08-29T18:45:00.000Z,club:3unkqo2g6ag99gd5ynz1j7vse,Merwan Ifnaou,1523321,90
5802912,2026-08-29T18:45:00.000Z,club:3unkqo2g6ag99gd5ynz1j7vse,Anis Ouzenadji,1797614,90
5802912,2026-08-29T18:45:00.000Z,club:3unkqo2g6ag99gd5ynz1j7vse,Noah Donkor,1844131,4
5802912,2026-08-29T18:45:00.000Z,club:70nn27vgkt6l48lvv5e66q7ww,Mamadou Koné,1888816,66
5802913,2026-08-29T18:45:00.000Z,club:121le8unjfzug3iu9pgkqa1c7,Felix Bacher,951498,90
5802913,2026-08-29T18:45:00.000Z,club:121le8unjfzug3iu9pgkqa1c7,Abner,1060604,10
5802913,2026-08-29T18:45:00.000Z,club:23pqcgxu1tip265hbe01kszbt,Kaito Mizuta,1072117,65
5802913,2026-08-29T18:45:00.000Z,club:23pqcgxu1tip265hbe01kszbt,Sota Nakamura,1714197,14
5802913,2026-08-29T18:45:00.000Z,club:23pqcgxu1tip265hbe01kszbt,Djibril Ouziad,2156004,65
5868040,2026-08-29T19:30:00.000Z,club:10eyb18v5puw4ez03ocaug09m,Andrés Lopez,1334767,90
